"Organization - ID","Organization - Name","Organization - Labels","Organization - Open deals","Organization - Activities to do","Organization - Industry","Organization - Odoo Status","Organization - Website ","Organization - Website","Organization - Address","Organization - Region of Address","Organization - State/county of Address","Organization - Owner","Organization - People"
"1733","DataMax System Solutions","Fresh Data","0","0","Broker","","http://www.datamaxsys.com","","6251 Park of Commerce Blvd, Boca Raton, FL 33487, United States","Palm Beach County","Florida","Lasse Schriver Nielsen","1"
"1734","Dedicated Networks","Fresh Data","0","0","Broker","","http://www.dedicatednetworksinc.com","","8801 95th Ave N, Brooklyn Park, Minnesota 55443, United States","Hennepin County","Minnesota","Lasse Schriver Nielsen","2"
"1735","DELTA COMPUTERS & SERVICES","Fresh Data","0","0","IT Service Provider","","http://www.delta-computers.com","","5965 Shiloh Rd E suite c, Alpharetta, GA 30005, USA","Forsyth County","Georgia","Lasse Schriver Nielsen","1"
"1736","Diamond Assets","Fresh Data","0","0","Broker","","http://www.diamondassets.com","","1850 Putman Pkwy, Milton, Wisconsin 53563, United States","Rock County","Wisconsin","Lasse Schriver Nielsen","2"
"1737","Direct Macro","Fresh Data","0","0","Broker","","http://www.directmacro.com","","700 S Rosemary Ave, West Palm Beach, Florida 33401, United States","Palm Beach County","Florida","Lasse Schriver Nielsen","3"
"1738","East Coast Recycler","Fresh Data","0","0","Broker","","https://ecrecycler.com","","650 Corporate Drive suite 157, Stafford, VA 22554, USA","Stafford County","Virginia","Lasse Schriver Nielsen","1"
"1739","eGoods Supply, Inc.","Fresh Data","0","0","Broker","","http://www.egoodssupply.com","","20519 E Walnut Dr N, Walnut, CA 91789, USA","Los Angeles County","California","Lasse Schriver Nielsen","1"
"1740","Electronics Bazaar","Fresh Data","0","0","ITAD","","http://www.electronicsbazaar.com","","151 Regal Row #201, Dallas, TX 75247, USA","Dallas County","Texas","Lasse Schriver Nielsen","2"
"1743","Filmar Technologies","Fresh Data","0","0","ITAD","","http://www.filmar.com","","14125 Simone Dr, Shelby Township, Michigan 48315, United States","Macomb County","Michigan","Lasse Schriver Nielsen","3"
"1744","GALIDE","Fresh Data","0","0","Broker","","http://www.galide.com","","15825 TX-249, Houston, Texas 77086, United States","Harris County","Texas","Lasse Schriver Nielsen","2"
"1745","Global Computer Sales","Fresh Data","0","0","Broker","","http://www.globalcomputersales.com","","Century Point, Lake Mary, Florida 32746, United States","Seminole County","Florida","Lasse Schriver Nielsen","2"
"1746","Global Recomp","Fresh Data","0","0","IT Service Provider","","https://www.globalrecomp.com","","4180 West 190th Street, Torrance, CA, USA","Los Angeles County","California","Lasse Schriver Nielsen","1"
"1747","Horizon Technology","Fresh Data","0","0","Broker","","http://www.horizontechnology.com","","1 Rancho Circle, Lake Forest, California 92630, United States","Orange County","California","Lasse Schriver Nielsen","5"
"1749","HUBX","Fresh Data","0","0","Broker","","http://www.hubx.com","","78 Southwest 7th Street 5th floor, Miami, Florida 33130, USA","Miami-Dade County","Florida","Lasse Schriver Nielsen","2"
"1750","iBANKonIT","Fresh Data","0","0","ITAD","","garry@ibankonit.com","","35 New Plant Ct, Owings Mills, Maryland 21117, United States","Baltimore County","Maryland","Lasse Schriver Nielsen","1"
"1751","Inteleca","Fresh Data","1","0","ITAD","","http://inteleca.com","","4300 Highlands Pkwy SE, Smyrna, Georgia 30082, United States","Cobb County","Georgia","Lasse Schriver Nielsen","3"
"1752","Inter Power Technology","Fresh Data","0","0","ITAD","","http://www.interpowertechnology.com","","1307 S Mary Ave, Sunnyvale, California 94087, United States","Santa Clara County","California","Lasse Schriver Nielsen","1"
"1753","IQ Reseller","Fresh Data","0","0","Broker","","","","18338 Minnetonka Blvd, Wayzata, Minnesota 55391, United States","Hennepin County","Minnesota","Lasse Schriver Nielsen","1"
"1754","IT Creations","Fresh Data","0","0","IT Service Provider","","http://www.itcreations.com","","21211 Nordhoff Street, Chatsworth, CA 91311, USA","Los Angeles County","California","Lasse Schriver Nielsen","1"
"1755","JSM Technology","Fresh Data","0","0","IT Service Provider","","http://www.jsmtechnology.com","","1417 Exchange Dr, Richardson, Texas 75081, United States","Dallas County","Texas","Lasse Schriver Nielsen","3"
"1756","King Memory","Fresh Data","0","0","Data Centre","","https://kingmemory.com/","","380 Morrison Rd suite a, Columbus, Ohio 43213, United States","Franklin County","Ohio","Lasse Schriver Nielsen","2"
"1758","Maysul Enterprises, LLC","Fresh Data","0","0","Broker","","http://www.maysul.com","","2323 Old Main Street Trail, Irvine, CA 92614, USA","Orange County","California","Lasse Schriver Nielsen","1"
"1759","MET International","Fresh Data","0","0","IT Service Provider","","http://www.metint.com","","1900 Surveyor Blvd, Carrollton, TX 75006, United States","Dallas County","Texas","Lasse Schriver Nielsen","2"
"1760","MBS IT Services","Fresh Data","0","0","Broker","","http://www.metropc.com","","Largo Drive, Stamford, CT 06907, United States","Fairfield County","Connecticut","Lasse Schriver Nielsen","4"
"1761","MFP Technology Services","Fresh Data","0","0","IT Service Provider","","http://www.mfptech.com","","65 Trap Falls Rd, Shelton, CT 06484, United States","Fairfield County","Connecticut","Lasse Schriver Nielsen","2"
"1762","NMI WIRELESS","Fresh Data","0","0","Broker","","http://www.nmiwireless.com","","12491 Southwest 134th Court unit 32, Miami, FL 33186, USA","Miami-Dade County","Florida","Lasse Schriver Nielsen","1"
"1763","Parts4Pc","Fresh Data","0","0","ITAD","","http://www.parts4pc.com","","1313 N Milpitas Blvd suite 285, Milpitas, CA 95035, USA","Santa Clara County","California","Lasse Schriver Nielsen","1"
"1764","PN California","Fresh Data","0","0","ITAD","","http://www.pncalifornia.com","","9016 Somerset Blvd, Bellflower, CA 90706, USA","Los Angeles County","California","Lasse Schriver Nielsen","2"
"1765","Quiksol Global","Fresh Data","0","0","IT Service Provider","","http://www.quicsol.com","","120 Lower Delta Road, SingaporeSingapore 169208, Singapore","","","Lasse Schriver Nielsen","2"
"1766","Refreshed Tech","Fresh Data","0","0","IT Service Provider","","http://www.refreshedtech.com","","300 Industrial Dr, Angola, Indiana 46703, United States","Steuben County","Indiana","Lasse Schriver Nielsen","3"
"1767","ReMarkets","Fresh Data","0","0","ITAD","","https://www.remarkets.com/","","2214 W Braker Ln, Austin, Texas 78758, United States","Travis County","Texas","Lasse Schriver Nielsen","4"
"1768","Second Life Mac","Fresh Data","0","0","ITAD","","https://secondlifemac.com/","","7603 New Gross Point Rd, Skokie, Illinois 60077, United States","Cook County","Illinois","Lasse Schriver Nielsen","4"
"1769","ServerMonkey","Fresh Data","0","0","ITAD","","https://www.servermonkey.com","","2130 West Sam Houston Parkway North, Houston, TX 77043, United States","Harris County","Texas","Lasse Schriver Nielsen","3"
"1770","SOFT Solutions Trading","Fresh Data","0","0","ITAD","","http://www.softsolutionstrading.com","","175-57 148th Rd, Jamaica, New York 11434, United States","Queens County","New York","Lasse Schriver Nielsen","1"
"1771","SOFT Solutions Trading","Fresh Data","0","0","ITAD","","http://www.softsolutionstrading.com","","175-57 148th Rd, Jamaica, New York 11434, United States","Queens County","New York","Lasse Schriver Nielsen","1"
"1772","TDW - Technology Distribution Worldwide","Fresh Data","0","0","Broker","","http://www.tdwus.com","","4395 St Johns Pkwy, Sanford, FL 32771, USA","Seminole County","Florida","Lasse Schriver Nielsen","2"
"1773","Tech Defenders","Fresh Data","0","0","ITAD","","http://www.techdefenders.com","","601 Maryland Ave NE, Grand Rapids, Michigan 49505, United States","Kent County","Michigan","Lasse Schriver Nielsen","2"
"1774","Tech Tom","Fresh Data","0","0","Broker","","","","6401 E Rogers Cir, Boca Raton, FL 33487, United States","Palm Beach County","Florida","Lasse Schriver Nielsen","1"
"1775","TelQuest International","Fresh Data","0","0","Broker","","http://www.telquestintl.com","","26B Commerce Road, Fairfield, NJ 07004, United States","Essex County","New Jersey","Lasse Schriver Nielsen","2"
"1776","Tier1PC","Fresh Data","0","0","Broker","","http://www.tier1pc.com","","28310 Industrial Blvd suite b, Hayward, CA 94545, USA","Alameda County","California","Lasse Schriver Nielsen","1"
"1777","COMPUTECHSALE","Fresh Data","0","0","Broker","","http://www.computechsale.com","","Whippany, Hanover, New Jersey, United States","Morris County","New Jersey","Lasse Schriver Nielsen","1"
"1778","WT World Trading, Inc.","Fresh Data","0","0","ITAD","","http://www.wtwt-inc.com","","7332 Westminster Blvd., Westminster, CA 92683, USA","Orange County","California","Lasse Schriver Nielsen","1"
"1779","WannaSystem","Fresh Data","0","0","Broker","","","","561 Commerce Drive, Upper Marlboro, MD 20774, USA","Prince George's County","Maryland","Lasse Schriver Nielsen","1"
"1781","Urban Industries","Fresh Data","0","0","Broker","","http://www.urbanind.com","","12245 Nations Ford Rd ste 505, Pineville, NC 28134, USA","Mecklenburg County","North Carolina","Lasse Schriver Nielsen","1"
"1782","Tokyo Trading Corporation","Fresh Data","0","0","","","http://www.tt-global.com","","1650 Airport Road suite 101, Kennesaw, GA 30144, USA","Cobb County","Georgia","Lasse Schriver Nielsen","1"
"1783","Near Communications","Fresh Data","0","0","ITAD","","https://www.nearcomnet.com/","","9685 Gerwig Lane, Columbia, Maryland 21046, United States","Howard County","Maryland","Lasse Schriver Nielsen","1"
"1784","Midland Information Systems","Fresh Data","0","0","Data Centre","","http://www.midlandinfosys.com","","2130 Platinum Rd, Apopka, FL 32703, United States","Orange County","Florida","Lasse Schriver Nielsen","2"
"1785","Applied Computer Online Services","Fresh Data","0","0","IT Service Provider","","https://applied-computer.com","","Palm Wood, Malibu Town, Sector 47, Gurugram, Haryana 122018, India","Gurgaon Division","Haryana","Lasse Schriver Nielsen","2"
"1786","Impact Computers and Electronics","Fresh Data","0","0","IT Service Provider","","http://www.impactcomputers.com","","4151 N 29th Ave, Hollywood, FL 33020, United States","Broward County","Florida","Lasse Schriver Nielsen","2"
"1788","CompSource","Fresh Data","0","0","IT Service Provider","","https://www.compsource.com","","3241 Superior Ave, Cleveland, OH 44114, United States","Cuyahoga County","Ohio","Lasse Schriver Nielsen","2"
"1789","Computer Fusion","Fresh Data","0","0","IT Service Provider","","http://www.computerfusion.net","","3516 Tarrant Main Street, Euless, TX 76040, USA","Tarrant County","Texas","Lasse Schriver Nielsen","1"
"1790","Atlantic Semiconductor","Fresh Data","0","0","Broker","","http://www.atlanticsemi.com","","9 Centennial Drive, Peabody, MA 01960, United States","Essex County","Massachusetts","Lasse Schriver Nielsen","2"
"1791","Alltech Resources, LLC","Fresh Data","0","0","IT Service Provider","","http://www.alltechusa.net","","139 Folly Mill Road, Seabrook, NH 03874, USA","Rockingham County","New Hampshire","Lasse Schriver Nielsen","1"
"1792","IT Hardware Discounts","Fresh Data","0","0","Broker","","http://www.ithardwarediscounts.com","","7901 4th St N, St. Petersburg, Florida 33702, United States","Pinellas County","Florida","Lasse Schriver Nielsen","2"
"1793","Mosaic Technology","Fresh Data","0","0","Broker","","http://www.mosaictec.com","","55 Heritage Ave, Portsmouth, New Hampshire 03801, United States","Rockingham County","New Hampshire","Lasse Schriver Nielsen","3"
"1794","Carrier Services Group","Fresh Data","0","0","","","http://www.csgroupint.com","","5635 South Avenue, Boardman, OH 44512, USA","Mahoning County","Ohio","Lasse Schriver Nielsen","5"
"1795","TXC Technologies","Fresh Data","0","0","IT Service Provider","","http://www.txctechnologies.com","","400 Hobbs Road suite 205, League City, TX 77573, USA","Galveston County","Texas","Lasse Schriver Nielsen","2"
"1796","Braun Electronic Components","Fresh Data","0","0","IT Service Provider","","http://www.braunec.com","","1500 W Main St, Sun Prairie, Wisconsin 53590, United States","Dane County","Wisconsin","Lasse Schriver Nielsen","3"
"1797","Seventh Genius","Fresh Data","0","0","IT Service Provider","","http://www.seventhgenius.com","","7460 Warren Pkwy suite 100, Frisco, TX 75034, USA","Collin County","Texas","Lasse Schriver Nielsen","2"
"1799","Micro Technologies","Fresh Data","0","0","Data Centre","","http://www.mtstorage.com","","6890 E Sunrise Dr suite 120 284, Tucson, AZ 85750, USA","Pima County","Arizona","Lasse Schriver Nielsen","1"
"1800","Saitech","Fresh Data","0","0","IT Service Provider","","http://www.saitechincorporated.com","","42640 Christy St, Fremont, California 94538, United States","Alameda County","California","Lasse Schriver Nielsen","5"
"1802","Bell Enterprise","Fresh Data","0","0","IT Service Provider","","http://www.bell-enterprise.com","","United States Postal Service, West 5th Street, San Bernardino, CA, USA","San Bernardino County","California","Lasse Schriver Nielsen","2"
"1803","TXC Solutions","Fresh Data","0","0","","","","","12125 Academy Road, Philadelphia, PA 19154, USA","Philadelphia County","Pennsylvania","Lasse Schriver Nielsen","2"
"1804","Image Computer Corporation","Fresh Data","0","0","IT Service Provider","","http://image-computer.com","","50771 Sabrina Drive, Shelby Twp, MI, USA","Macomb County","Michigan","Lasse Schriver Nielsen","2"
"1806","Serverworlds","Fresh Data","0","0","Data Centre","","http://www.serverworlds.com","","5901 U.S. Highway 12, Maple Plain, MN 55359, USA","Hennepin County","Minnesota","Lasse Schriver Nielsen","2"
"1807","GLOBOTECH NETWORKS,Inc","Fresh Data","0","0","Broker","","http://globotechnetworks.com","","20711 Centre Pointe Pkwy, Santa Clarita, CA 91350, USA","Los Angeles County","California","Lasse Schriver Nielsen","2"
"1808","Sector Supply","Fresh Data","0","0","Broker","","http://www.sectorsupply.com","","12901 Wright Rd, Creedmoor, TX 78610, USA","Travis County","Texas","Lasse Schriver Nielsen","2"
"1809","Private Lesson-Volleyball","Fresh Data","0","0","IT Service Provider","","http://www.wpcomputerparts.com","","598 East Phillips Court, Littleton, CO 80122, USA","Arapahoe County","Colorado","Lasse Schriver Nielsen","1"
"1810","American Electronic Components","Fresh Data","0","0","ITAD","","http://www.aeciusa.com","","90 Fanny Road, Boonton, NJ 07005, USA","Morris County","New Jersey","Lasse Schriver Nielsen","2"
"1812","McCormick Computer Resale","Fresh Data","0","0","IT Service Provider","","http://www.mccormick-cr.com","","14925 Energy Way, Apple Valley, Minnesota 55124, United States","Dakota County","Minnesota","Lasse Schriver Nielsen","3"
"1813","Computer Parts HQ","Fresh Data","0","0","","","https://computerpartshq.com","","5750 Rufe Snow Dr #121, North Richland Hills, TX 76180, USA","Tarrant County","Texas","Lasse Schriver Nielsen","3"
"1815","Tritech Solution","Fresh Data","0","0","ITAD, IT Service Provider","","http://www.tritechsolution.com","","12802 Nutwood Street, Garden Grove, CA 92840, USA","Orange County","California","Lasse Schriver Nielsen","1"
"1816","Alta Technologies","Fresh Data","0","0","ITAD","","https://altatechnologies.com/","","3850 Annapolis Lane North, Minneapolis, MN, USA","Hennepin County","Minnesota","Lasse Schriver Nielsen","3"
"1817","Express Technology","Fresh Data","0","0","IT Service Provider","","http://www.etiexpress.com","","1410 West Auto Drive, Tempe, AZ 85284, USA","Maricopa County","Arizona","Lasse Schriver Nielsen","2"
"1818","Strategic Telecom Supply & Solutions","Fresh Data","0","0","ITAD","","http://www.gostss.com","","306 Orleans St, Richmond, VA 23231, USA","","Virginia","Lasse Schriver Nielsen","2"
"1819","Simmtec Inc.","Fresh Data","0","0","","","http://www.simmtec.com","","1200 Fulton Place, Fremont, CA 94539, USA","Alameda County","California","Lasse Schriver Nielsen","1"
"1820","Access Computer Parts","Fresh Data","0","0","Broker","","http://www.accesscomputerparts.net","","7526 Valjean Ave, Van Nuys, CA 91406, USA","Los Angeles County","California","Lasse Schriver Nielsen","1"
"1821","Silicon V Tech Repair","Fresh Data","0","0","IT Service Provider","","http://www.siliconvtech.com","","105 W Dunne Ave, Morgan Hill, CA 95037, USA","Santa Clara County","California","Lasse Schriver Nielsen","1"
"1822","ExpressPoint Technology Services","Fresh Data","0","0","ITAD","","http://www.expresspoint.com","","12055 Rojas Drive, El Paso, TX 79936, United States","El Paso County","Texas","Lasse Schriver Nielsen","2"
"1824","MultG Communications","Fresh Data","0","0","IT Service Provider","","http://multg.com/","","75 Highlands Way, Oxford, GA 30054, USA","Newton County","Georgia","Lasse Schriver Nielsen","1"
"1825","NewAge Technology Solutions","Fresh Data","0","0","ITAD","","http://www.newageworks.com","","41 Orchard Street, Ramsey, NJ 07446, United States","Bergen County","New Jersey","Lasse Schriver Nielsen","1"
"1826","Item","Fresh Data","0","0","","","http://www.iteminc.com","","991 Annapolis Way, Woodbridge, Virginia 22191, United States","Prince William County","Virginia","Lasse Schriver Nielsen","2"
"1828","NW Remarketing","Fresh Data","0","0","Broker","","http://www.nwrusa.com","","360 Belmont St NE, Salem, Oregon 97301, United States","Marion County","Oregon","Lasse Schriver Nielsen","3"
"1829","Absolute Computer Solutions of Miami","Fresh Data","0","0","Broker","","http://www.acsofmiami.com","","12571 SW 134th Ct unit 101, Miami, FL 33186, USA","Miami-Dade County","Florida","Lasse Schriver Nielsen","1"
"1830","Vibrant Technologies","Fresh Data","0","0","IT Service Provider","","http://www.vibrant.com","","6533 Flying Cloud Drive suite 1200, Eden Prairie, MN 55344, United States","Hennepin County","Minnesota","Lasse Schriver Nielsen","3"
